x,y,z,j1,j2,j3,j4
-0.378014,0.206358,0.921514,-61.3699,58.6811,-49.6047,79.2323
0.055377,0.545993,0.492641,5.7914,10.0640,-46.6908,106.1810
-0.185307,0.410593,0.183540,-24.2903,-36.1558,-12.5533,130.7461
-0.009854,0.014241,0.069956,-34.6824,-61.5504,-65.6446,157.8844
-0.050245,-0.015367,0.149846,72.9942,-61.7313,-89.9157,-13.4230
-0.512991,0.281546,0.680500,-61.2406,1.0443,21.0557,27.8523
-0.093411,0.204417,1.012488,-24.5586,33.0709,73.5639,27.5317
0.326599,0.221561,0.866656,55.8474,6.5685,73.4388,-130.1563
-0.189711,0.475752,0.260714,-21.7401,-31.3272,-1.4766,-123.8151
0.095409,0.460640,0.684968,11.7018,42.6964,-75.3292,15.5578
0.371658,0.069653,0.112060,79.3853,-47.1597,-9.4196,-71.3782
-0.133692,0.439151,0.748954,-16.9320,-9.0496,72.9834,62.7862
0.035960,-0.189841,1.035397,-10.7259,84.4227,71.1283,-101.9405
-0.292805,0.467111,0.343370,-32.0812,-28.5386,12.8274,-25.1784
-0.034510,-0.013065,1.159257,69.2649,80.3219,32.3453,-144.4426
-0.532042,-0.013728,0.834023,-91.4781,35.8303,-24.9871,109.0232
-0.105514,0.385332,1.023284,-15.3137,40.7201,17.5385,-128.2832
-0.007154,-0.020769,1.159331,19.0068,78.6542,32.8225,94.5288
-0.212240,-0.279822,0.950244,-142.8203,73.0190,-65.6510,-88.8194
0.025574,0.151001,1.084565,9.6124,49.0811,59.2080,-137.4173
0.490283,0.322369,0.554622,56.6745,-13.6518,27.0854,156.9887
0.277496,0.133322,0.940691,64.3383,80.5354,-77.8060,116.8027
-0.293486,-0.517607,0.665930,-150.4465,3.9171,10.3888,144.3227
-0.414096,0.346899,0.677724,-50.0462,-10.1387,49.9211,-77.6017
0.421114,-0.232303,0.892034,118.8828,17.7482,37.0350,-31.4444
-0.220856,0.050772,0.091611,-77.0533,-42.8597,-54.6281,-61.2696
0.010527,-0.004286,0.055879,112.1538,-64.2580,-60.4111,-73.3404
-0.489976,0.112299,0.875755,-77.0911,17.9756,30.3142,-55.2968
0.126575,0.154910,0.034379,39.2517,-82.9844,31.8451,128.6327
-0.186618,-0.380793,0.554221,-153.8916,32.5352,-92.2817,102.9427
-0.013022,0.061429,0.027478,168.0317,-77.4494,-46.5046,-7.6431
-0.570130,0.029127,0.640082,-87.0754,-9.0354,36.5807,46.5923
-0.570289,-0.101875,0.669479,-100.1284,20.3367,-28.0165,55.6830
0.446304,-0.181656,0.424080,112.1475,9.1037,-67.0413,-44.6044
-0.581891,0.112621,0.569788,-79.0462,-10.1027,22.0644,-106.7411
-0.126725,0.033039,1.057846,-75.3875,46.2038,70.8647,-55.3550
-0.441446,-0.171120,0.506861,-111.1881,21.6777,-76.2667,159.2954
-0.177588,-0.128446,0.036785,-125.8773,-56.3318,-28.3569,149.5289
-0.307496,0.015973,0.285553,-87.0264,-7.8132,-91.9530,122.8007
0.010690,0.464905,0.963382,1.3173,42.1518,-6.3961,96.4896
-0.321817,0.270519,0.184216,-49.9497,-29.1079,-34.4123,-102.6332
-0.469377,0.071344,0.390691,-81.3574,-48.1361,65.3604,-90.7944
0.351432,-0.339071,0.796026,133.9744,46.8402,-56.4901,117.2635
0.339792,0.253598,0.282566,53.2647,-60.4843,62.8400,-65.9858
-0.354666,0.452594,0.412496,-38.0833,-22.2481,14.5185,20.1913
-0.463962,0.244130,0.619945,-62.2473,-19.9079,59.8040,64.4530
0.353599,0.398022,0.332273,41.6175,-13.7420,-27.1712,14.5642
-0.221692,-0.187880,1.106274,-130.2806,56.7752,10.4321,21.2267
0.340548,-0.130431,0.110410,110.9569,-60.5006,20.1606,64.2688
-0.255202,0.343863,0.253575,-36.5814,-15.0762,-54.6108,-134.0192
-0.074363,-0.330624,0.313326,-167.3242,-2.7691,-90.5107,109.8724
0.016774,0.203516,0.160891,4.7119,-32.1150,-80.2899,159.0461
0.177739,0.130047,0.177346,53.8081,-28.6359,-82.4923,-64.7066
-0.447877,-0.335134,0.701236,-126.8065,27.6852,-37.6014,99.0693
-0.268885,-0.460947,0.687540,-149.7436,32.6158,-52.0186,-93.8170
0.361077,-0.220161,0.223185,121.3720,-59.7282,47.8565,109.1245
-0.513333,-0.061081,0.272047,-96.7856,-26.9887,-9.1639,-14.0561
0.440925,0.146172,0.297406,71.6590,-9.9797,-52.3042,26.3097
0.186707,-0.338209,0.413382,151.0993,13.0517,-93.4135,94.9202
-0.078429,0.144519,1.114573,-28.4880,54.5163,44.8824,-125.7285
-0.309887,0.200407,0.107167,-57.1088,-57.4304,13.0545,148.3863
-0.362873,0.349954,0.250998,-46.0383,-36.6522,8.5093,84.3398
-0.061645,0.006002,1.079053,95.5610,69.5635,68.3051,145.6109
-0.326647,-0.371378,0.355956,-138.6666,-2.9023,-52.6415,-37.0493
-0.131840,-0.231456,0.038895,-150.3336,-61.8607,-4.6591,5.5956
-0.049355,0.071509,-0.016896,-34.6132,-79.9354,-4.3041,12.0297
0.286930,-0.234117,0.106807,129.2122,-47.3767,-11.0562,-19.4482
0.195610,0.469302,0.280105,22.6269,-40.6396,24.4759,-40.7149
-0.543342,0.172514,0.610655,-72.3851,-12.7368,38.4877,-112.5004
-0.585815,0.070885,0.579147,-83.1006,-10.2657,24.6636,-145.4135
-0.427104,-0.262798,0.913363,-121.6040,30.3013,8.0017,97.2674
0.511101,-0.068859,0.770929,97.6731,0.1005,49.4728,-37.0345
-0.372212,-0.383918,0.388177,-135.8870,-36.2082,40.1202,154.4988
-0.201409,-0.112381,1.110482,-119.1603,52.6238,33.7093,-113.5121
0.026438,0.196560,1.127512,7.6605,57.3189,30.9851,-72.6413
-0.290158,-0.205129,1.037848,-125.2587,38.6151,32.9501,-108.8138
0.052274,0.135374,0.171805,21.1140,-35.1845,-89.9519,-49.7932
0.304376,-0.406264,0.342814,143.1592,-6.8689,-44.3536,154.2395
-0.249763,0.500118,0.484941,-26.5379,7.0637,-40.7173,-4.1500
0.169224,-0.512857,0.602210,161.7390,24.2468,-53.7195,71.5827
0.309747,0.251029,1.024973,50.9776,55.0075,-16.6056,87.1170
-0.422750,0.209830,0.354383,-63.6027,-50.2193,60.8512,-100.9764
0.113358,0.497039,0.463693,12.8475,-37.5530,60.9340,1.2618
-0.017549,-0.029091,1.173453,-148.8997,78.3291,20.3106,-103.8147
-0.021197,-0.074184,1.057561,15.9463,69.2690,74.7567,115.4323
-0.445428,-0.211902,0.589686,-115.4416,29.8603,-71.5786,103.7212
-0.442098,0.378304,0.685774,-49.4463,19.9804,-23.4318,11.2439
0.220547,-0.108943,0.095184,116.2878,-84.4461,52.3390,-157.2988
-0.044184,-0.159544,1.095057,-164.5204,50.3748,53.5032,-5.7556
-0.112597,-0.085570,1.072998,52.7664,79.8549,64.7152,70.8677
-0.467646,0.108192,0.226970,-76.9736,-44.0529,18.6705,107.6869
0.259005,-0.109128,0.062902,112.8475,-50.7266,-26.0424,86.6932
0.150606,0.124831,0.084347,50.3461,-45.3038,-56.9567,3.9142
0.304227,-0.302508,0.328280,134.8377,-2.1802,-70.1977,96.0903
0.013512,0.484554,0.478943,1.5973,16.7319,-70.9676,-58.2157
-0.286205,-0.086492,1.103840,-106.8151,58.4456,4.4388,139.4053
-0.201834,0.568077,0.599514,-19.5598,0.0610,4.3292,146.4523
-0.392502,0.297902,0.924404,-52.8021,39.2639,-10.4182,-90.0519
-0.100914,-0.084225,0.130863,50.1509,-74.5982,-79.7472,-69.2486
-0.153681,0.558761,0.425028,-15.3784,-9.6198,-12.9327,128.9012
0.112153,-0.065340,1.157983,120.2249,68.0614,22.4684,-96.8437
0.224067,-0.264415,1.058175,139.7219,44.0650,24.2180,128.0288
0.045375,-0.066874,0.008571,145.8428,-67.7100,-34.6008,-73.2383
-0.291298,-0.436038,0.357941,-146.2548,-6.7967,-39.3276,-147.0510
0.239355,-0.237287,0.113336,134.7514,-39.5346,-35.5545,-144.8467
-0.317436,-0.160659,0.987819,-116.8447,70.6734,-53.4209,85.4667
-0.363456,-0.255669,0.895921,-125.1241,14.3406,51.6328,24.9611
-0.057981,0.091197,0.134151,-32.4469,-43.6678,-82.5490,131.5822
-0.093562,0.548206,0.479669,-9.6853,6.9201,-41.7917,43.3756
0.411526,-0.163516,0.216745,111.6699,-54.7250,37.3683,-22.5316
0.164443,-0.351077,0.209830,154.9018,-21.0324,-55.6379,-20.9758
0.018281,0.529151,0.823731,1.9787,37.3226,-30.5821,147.5665
-0.108108,0.422638,0.353979,-14.3482,-56.3780,72.2626,158.6906
0.316911,-0.347098,0.206318,137.6029,-33.5705,-11.8777,13.7975
-0.097829,0.255468,0.069438,-20.9538,-75.4800,33.1792,63.7036
-0.221493,-0.315113,0.962719,-144.8966,66.2826,-52.6357,-148.7177
0.385984,-0.452072,0.476703,139.5090,-11.2633,3.3930,-44.5813
-0.443942,-0.360294,0.678808,-129.0621,23.1874,-32.4915,107.3952
0.168592,-0.334510,0.198171,153.2521,-68.3771,56.1113,29.5493
-0.115565,-0.511709,0.373899,-167.2737,-3.9779,-42.5979,8.9069
0.330362,-0.096149,0.961093,106.2272,21.8492,64.5114,-148.7262
0.223145,0.095192,1.129344,66.8973,71.0317,-11.7395,49.8992
0.455682,0.243876,0.586468,61.8449,-24.8671,63.2307,9.9664
0.158566,-0.327799,0.111114,154.1857,-43.4372,-21.1262,64.7344
-0.183307,0.027528,0.020661,-81.4595,-82.1572,25.4178,-96.3782
-0.263323,-0.396191,0.263560,-146.3905,-17.9258,-38.2169,-137.1593
0.404122,-0.264641,0.643477,123.2189,-22.0062,73.6246,128.5198
0.359716,-0.152546,0.269603,112.9805,-66.4806,69.6512,-46.5430
0.214190,0.200540,0.120378,46.8852,-78.5042,51.6025,95.8123
-0.079095,0.080401,0.032376,-44.5307,-59.9406,-44.9711,31.0522
0.171842,0.407139,0.786583,22.8832,54.4734,-73.4250,138.3276
0.225244,0.489603,0.405575,24.7050,-34.7813,41.0470,114.2853
-0.112119,-0.180747,0.087890,-148.1883,-43.9951,-55.6026,-57.3624
0.445183,0.045382,0.223244,84.1793,-23.0884,-37.6464,-146.8745
0.425226,-0.265342,0.701238,121.9642,-12.1584,63.6803,-91.4291
-0.169798,0.415242,0.532996,-22.2403,27.5216,-84.8293,-130.4006
0.247738,0.403648,0.895225,31.5395,49.9288,-39.6443,-33.8073
-0.167982,-0.074307,0.005903,-113.8623,-74.7899,6.1145,2.4732
0.187251,-0.379739,0.203740,153.7519,-58.4806,41.0641,-37.4219
-0.453418,0.053568,0.449732,-83.2622,15.0269,-77.6235,-151.8677
0.106921,-0.441710,0.860088,166.3927,8.6456,56.5490,-92.2941
-0.096991,-0.307311,0.089266,-162.4836,-45.4525,-27.2811,-119.1906
-0.274424,-0.171837,1.089337,-122.0538,58.2344,-1.6382,41.2639
-0.464796,0.330633,0.657073,-54.5738,-6.9494,35.5972,58.2268
0.316097,0.501492,0.664068,32.2237,14.1888,-14.7860,-35.4781
-0.200210,-0.104530,0.058585,-117.5693,-83.0223,40.0428,31.8158
0.481507,0.071677,0.694290,81.5332,-14.6699,69.2925,128.8926
0.416426,0.176066,0.805911,67.0812,53.7240,-67.4108,8.8173
0.225474,-0.424166,0.831561,152.0063,6.0482,52.9574,-133.3035
-0.041058,0.138797,1.074373,-16.4787,47.8465,63.8852,-64.1617
-0.072972,0.564998,0.775583,-7.3593,15.8220,7.5500,102.8857
0.153818,0.064348,1.041311,-112.7013,80.7834,72.5304,157.5439
0.389478,-0.309025,0.244365,128.4297,-39.3793,12.9449,-93.0289
-0.228308,0.303848,0.827963,-36.9208,66.3453,-84.0258,128.3620
0.046786,-0.260391,1.107861,169.8140,73.4267,-24.3312,-17.6784
0.294321,-0.101480,0.251426,109.0238,-13.2012,-84.3681,-80.4394
0.474321,0.129816,0.748673,74.6937,-6.2158,62.0927,3.6163
0.471509,-0.161898,0.873849,108.9505,16.7032,33.5500,88.5481
0.394068,-0.450559,0.655234,138.8264,5.6087,3.7550,2.9960
0.157334,0.065234,1.151698,67.4801,66.0404,17.8224,-110.0096
0.421863,0.396383,0.624301,46.7836,17.6624,-32.2545,73.3603
-0.286493,-0.020040,1.022369,-94.0013,81.0230,-59.1591,128.6844
-0.277090,-0.079690,1.057036,-106.0451,77.6222,-45.8449,-11.8701
-0.445462,0.102955,0.556323,-76.9864,29.8418,-82.8311,-147.8984
0.229455,-0.484421,0.303923,154.6545,-24.9910,-5.4570,-143.3197
0.100844,0.219522,0.149210,24.6731,-32.0501,-71.3952,-88.2921
0.192472,0.109755,0.083747,60.3065,-44.5601,-52.4197,74.8192
0.435204,-0.218643,0.453837,116.6746,-42.0030,68.2232,29.6736
-0.381875,0.038155,0.186416,-84.2943,-25.4695,-49.5693,-75.8458
0.360780,0.312852,0.602394,49.0697,33.2613,-76.5886,30.5967
0.538983,-0.153614,0.616380,105.9080,-14.1857,43.6671,-99.2594
-0.110145,0.532560,0.422073,-11.6853,-33.0755,41.1344,-106.6145
-0.432966,-0.034749,0.950597,-94.5886,24.6745,38.4421,106.7708
0.130458,-0.291366,0.130721,155.8797,-74.5904,48.8967,-90.2642
0.307339,-0.136917,0.279514,114.0125,-8.2681,-84.8200,64.2475
-0.189423,0.499927,0.352102,-20.7517,-36.2011,31.8299,-105.4509
0.328885,-0.441243,0.780137,143.3006,8.2326,28.4953,-134.6464
-0.451553,0.367776,0.430754,-50.8383,-18.6754,10.3911,-3.3688
0.325133,0.282224,0.889757,49.0412,59.2859,-57.9662,-91.5262
-0.295836,0.025667,0.151651,-85.0414,-30.3162,-61.5860,-85.6379
-0.127522,-0.292345,1.021471,-156.4330,75.3286,-51.9003,-144.2205
0.251730,-0.410114,0.650792,148.4582,37.9612,-73.8965,69.8066
-0.489065,-0.172961,0.885947,-109.4764,27.3083,7.7838,-22.0413
-0.037511,0.536900,0.307771,-3.9965,-24.9493,-4.5424,-135.4696
-0.362184,-0.353931,0.830513,-134.3397,43.4970,-41.8639,82.7742
-0.152358,-0.206192,0.079659,-143.5387,-80.6473,43.3632,129.5063
0.249451,0.373402,0.242015,33.7449,-54.7790,43.4484,-23.4214
-0.575125,-0.031864,0.696901,-93.1712,0.4457,26.7223,-121.2923
0.033642,0.263583,0.052008,7.2736,-73.0856,23.7312,58.7315
0.069599,-0.033050,1.093014,-64.5989,73.2302,62.5184,-30.6904
0.357191,0.444646,0.415022,38.7754,-24.8397,21.0698,20.9819
0.028634,0.072394,0.171393,21.5804,-42.4149,-94.7084,69.5318
-0.247510,0.142858,0.093802,-60.0073,-76.9514,42.4161,-97.2945
0.337191,0.196012,0.211367,59.8302,-65.9233,55.3678,29.0279
-0.109049,-0.246848,0.116048,-156.1659,-37.2873,-55.3411,-138.7496
0.251315,0.397171,0.492187,32.3241,19.9845,-76.5635,-139.5216
0.469720,0.346298,0.430776,53.6008,-17.4421,7.4834,71.7097
0.331324,0.413135,0.313631,38.7288,-35.8087,22.0440,-137.8844
0.527477,-0.017467,0.483631,91.8967,-32.9150,55.4409,137.7549
-0.175807,0.073880,1.043521,-67.2062,39.9072,68.8867,109.0937
0.364457,0.003196,0.245143,89.4975,-71.1112,71.0428,42.5065
0.117829,0.167890,1.099831,35.0621,49.9870,45.1167,108.7394
-0.079465,0.421217,0.436026,-10.6836,14.8239,-84.5037,4.0911
0.147617,-0.247526,0.076017,149.1894,-46.9530,-32.2494,-35.6324
-0.210777,-0.175814,1.003151,-129.8322,29.7175,67.7794,-9.8530
-0.463346,0.199833,0.816783,-66.6703,43.9099,-45.8464,7.0500
0.168685,0.575063,0.626021,16.3482,-0.0298,10.6805,-54.0923
-0.568527,-0.194056,0.530395,-108.8464,-2.2070,-6.0697,82.2465
0.325931,0.252924,0.139693,52.1884,-48.1530,3.1131,73.1338
0.124380,-0.476585,0.810119,165.3731,3.6940,52.3380,78.0874
-0.506765,0.203928,0.413662,-68.0796,-32.7204,38.4128,-81.6544
-0.112838,0.167933,0.048524,-33.8982,-52.8217,-39.7823,99.2810
-0.332176,0.475897,0.648342,-34.9150,18.8580,-29.4492,152.3249
-0.287711,-0.225637,1.039209,-128.1053,62.7578,-27.3548,-88.0303
0.534553,0.060600,0.480510,83.5323,10.2563,-50.7825,127.8600
0.506387,-0.217030,0.710303,113.1993,30.2256,-41.2254,-24.0091
-0.061739,0.117828,0.041623,152.3463,-84.5472,-47.2502,115.3871
0.101852,-0.542888,0.525246,169.3742,13.5728,-47.0049,4.1698
-0.411935,0.034797,0.932402,-85.1716,19.0220,52.5301,35.8012
0.136357,0.251312,1.102228,28.4834,53.3516,19.2254,-10.0737
-0.326888,-0.369468,0.265733,-138.4991,-20.5300,-29.0260,8.0878
0.480773,-0.266005,0.658442,118.9551,27.3667,-47.0249,-149.3575
-0.114963,0.313919,1.049849,-20.1136,68.9329,-34.9093,3.8175
-0.279421,-0.153253,0.984174,-118.7432,77.6391,-64.0426,101.1306
0.492103,-0.165334,0.662659,108.5710,-15.2358,59.8501,-105.9514
-0.433757,-0.065498,0.994605,-98.5869,43.4545,-0.1697,-14.6139
0.255638,-0.135768,0.219237,117.9724,-18.9523,-81.4121,-80.8314
0.195995,0.283502,0.948802,34.6575,19.6793,67.6364,-62.2078
0.398683,-0.169469,0.961507,113.0290,27.1645,34.5130,-44.6807
-0.294795,0.406978,0.246011,-35.9177,-32.3477,-3.0447,-13.2126
-0.082312,-0.054898,1.068754,56.2985,73.3831,69.7695,39.2029
0.311206,0.124918,0.932747,68.1295,76.0027,-73.7914,-158.9302
0.017993,0.563828,0.763162,1.8278,26.9643,-21.7253,96.6589
0.041776,0.060592,1.154999,-145.4153,83.7604,32.8623,52.7090
0.226798,-0.472450,0.358252,154.3568,-39.1867,39.5704,-146.6270
-0.252564,-0.060022,0.067246,-103.3684,-78.0136,36.1427,-85.1557
-0.253159,-0.417339,0.536180,-148.7588,-34.2718,72.6754,-79.3671
-0.132242,0.084438,0.128300,122.5586,-78.5918,-76.5519,8.6362
-0.182198,-0.443257,0.368501,-157.6552,-48.3740,60.5704,-59.7449
0.079608,0.111031,1.056611,-144.3602,77.5681,70.7497,-93.6333
0.167880,-0.305561,0.957104,151.2149,73.2998,-64.4599,60.0620
-0.247622,-0.420090,0.420416,-149.4828,8.0012,-64.6392,-27.2087
-0.260517,0.469325,0.836166,-29.0341,33.7450,-19.9194,156.0073
-0.218690,-0.426139,0.773046,-152.8336,47.6017,-63.4038,31.1805
0.277648,-0.390786,0.303169,144.6067,-49.5310,47.7368,-102.9915
0.135516,-0.240139,0.254112,150.5629,-13.9359,-91.7175,84.3820
0.378540,-0.305537,0.234370,128.9086,-42.6504,17.5483,-140.6769
-0.451890,-0.079730,0.192829,-100.0061,-45.1270,12.0108,-124.6146
0.390752,-0.186941,0.196820,115.5671,-27.5836,-33.7940,-112.9993
0.027348,-0.075292,1.071641,160.0376,52.6151,69.9567,-22.9081
-0.540601,0.170695,0.761235,-72.4765,9.6837,19.4614,-81.5207
-0.485821,-0.119462,0.243276,-103.8147,-31.8970,-4.9396,-50.6570
0.458975,-0.344951,0.474833,126.9274,1.9703,-29.9590,107.0378
0.025181,0.247120,1.046369,5.8182,38.0953,58.7686,-79.5855
-0.079093,-0.139227,1.040099,-150.3996,41.3129,73.6406,-1.3094
-0.213810,-0.225832,0.974708,-136.5664,24.2044,68.4379,-110.7039
-0.154511,-0.554851,0.643892,-164.4389,-7.2583,32.9968,81.0054
0.271117,-0.098387,0.187605,109.9456,-24.1638,-73.6989,-107.5318
-0.280149,-0.532860,0.601831,-152.2671,5.0992,-7.2994,133.3368
-0.181603,0.062411,1.063732,-71.0339,43.2839,61.8767,-40.8238
0.036580,0.130426,1.113426,-164.3331,84.1136,49.2706,81.0631
0.071207,0.140419,1.106803,26.8898,53.1268,49.5196,-53.3933
-0.227111,-0.251765,0.096622,-137.9471,-65.0024,24.3398,131.7522
0.563376,-0.071477,0.595892,97.2306,18.0720,-40.1083,-74.8773
-0.359329,0.437058,0.772398,-39.4255,12.0034,16.3845,-138.1546
0.025620,0.022965,1.065802,-131.8720,64.5351,73.6890,129.8525
0.188595,-0.008403,0.205043,-87.4488,-80.2611,-93.6649,154.1207
0.555681,-0.176186,0.526434,107.5919,6.5638,-28.6464,-95.3368
0.035638,0.120728,1.170028,16.4460,76.4544,3.6278,147.8349
0.154051,-0.478933,0.318639,162.1694,-10.7139,-40.7760,62.8123
-0.157217,0.083044,1.069844,117.8435,84.9827,61.6231,-28.6184
0.440258,-0.364903,0.637799,129.6532,20.6345,-36.1349,-105.2966
0.342256,0.156147,0.270461,65.4761,-9.9507,-73.6390,42.7198
-0.471976,0.010700,0.238380,-88.7013,-23.2444,-30.6841,-39.5858
0.123376,-0.144557,0.181507,-40.4800,-81.0417,-87.6069,74.2334
-0.282868,-0.413654,0.298629,-145.6346,-14.4442,-36.1509,-144.4283
-0.191054,-0.325434,0.154255,-149.5840,-64.7297,39.6465,87.5290
0.331589,-0.502329,0.535157,146.5711,-4.7410,1.1595,-28.4199
-0.503318,-0.272522,0.531278,-118.4334,-19.8063,36.3275,47.4257
0.065535,-0.120441,1.070512,-28.5516,78.9721,66.0147,20.5462
0.031658,-0.119014,1.052030,165.1041,45.9600,73.4217,-23.9323
0.157877,0.302018,1.078001,27.5979,56.7092,-2.6413,85.6212
-0.339324,0.392453,0.567876,-40.8474,-26.6235,62.4501,-64.1933
-0.199268,-0.459952,0.253485,-156.5760,-26.6541,-15.5330,3.8129
0.071618,-0.384271,0.197842,169.4427,-65.1661,50.9830,116.4353
0.122458,-0.053625,0.091429,113.6490,-47.6728,-67.0145,59.6900
-0.384266,-0.436840,0.562917,-138.6636,-14.5332,31.1876,-131.1247
0.226149,0.362761,0.506454,31.9398,25.4324,-89.8006,-15.2545
-0.574692,0.144123,0.507983,-75.9215,-14.1323,17.4156,51.5081
0.509555,-0.073084,0.593485,98.1621,27.3607,-63.9523,-119.6261
-0.282693,0.407682,0.556662,-34.7381,-31.0125,70.4607,55.6954
-0.417824,-0.294291,0.337236,-125.1587,-8.4127,-41.4166,137.7283
-0.189163,0.415539,0.698619,-24.4761,45.8615,-78.5845,109.8160
-0.510274,0.309515,0.644447,-58.7604,11.2174,-12.2119,-105.0741
-0.598510,0.061811,0.627652,-84.1037,4.9454,-1.0075,-120.7535
-0.363570,0.311606,0.872924,-49.4010,13.4929,43.8252,19.5997
0.272184,0.273397,0.943673,44.8727,66.8953,-58.0514,-153.8429
0.286719,0.460209,0.716203,31.9236,-4.3324,44.9990,-92.7980
-0.102632,-0.432111,0.778770,-166.6391,-5.4580,73.8324,88.4452
0.372241,-0.001732,1.052916,90.2666,48.1177,8.8766,105.0205
-0.315094,-0.219462,0.777235,-124.8571,62.5756,-90.3837,-111.3271
0.185429,-0.424319,0.916081,156.3945,20.4660,37.7215,103.9792
0.012811,0.029086,0.054329,-156.2291,-69.3234,-59.4722,-72.7613
-0.390328,0.194046,0.862097,-63.5665,7.6641,62.3469,-69.7753
0.391228,-0.338938,0.560732,130.9038,-27.5562,62.8140,-116.1434
-0.332084,0.305746,0.786607,-47.3646,-3.7532,70.5353,-124.1041
-0.173771,-0.335398,0.117653,-152.6111,-43.6496,-17.1715,92.0863
-0.406287,-0.359845,0.589672,-131.5311,22.5150,-52.7085,130.7023
0.045139,0.308007,0.956274,8.3374,79.7526,-73.2494,-118.3782
0.252204,0.045038,1.013190,79.8750,31.9407,68.1658,61.4320
0.402049,-0.159513,0.242994,111.6407,-58.4340,50.2182,-138.3260
0.430281,-0.116397,0.919115,105.1370,55.4867,-44.4754,-39.5954
-0.334818,0.300585,0.806669,-48.0838,54.1244,-67.9756,-79.5839
0.514784,-0.054878,0.718711,96.0850,-7.6550,55.6644,38.0875
-0.044186,0.212157,1.066008,-11.7649,42.6932,57.2539,-33.9975
0.054003,0.184519,0.008980,16.3130,-68.5076,-6.9656,126.4156
-0.319352,0.422216,0.502660,-37.1028,-31.1224,56.0643,133.3570
-0.012514,0.210547,1.022201,-3.4015,35.3389,72.7273,-46.0094
-0.432954,0.129870,0.186985,-73.3028,-46.9651,14.4025,94.5141
-0.298232,-0.263382,1.021272,-131.4492,39.4484,20.5949,-113.8226
0.180335,0.092116,0.017292,62.9418,-63.6693,-15.8072,-106.6177
0.008075,0.038732,1.164772,11.7767,74.5476,28.0787,-129.0636
-0.318010,0.268632,0.802196,-49.8113,59.3725,-78.5384,-140.5665
-0.494397,0.135588,0.354947,-74.6637,-5.4358,-44.5804,59.6818
0.510677,0.011679,0.524504,88.6899,19.8194,-64.3707,17.0397
-0.200007,0.476141,0.745642,-22.7853,39.3571,-52.9120,26.2921
0.123677,-0.291772,0.273390,157.0287,-9.5460,-87.7623,-43.5723
0.329854,-0.161544,1.038991,116.0930,40.3427,26.6334,-24.7164
0.101197,-0.014479,-0.009084,98.1426,-73.5305,-16.0155,116.9490
-0.444535,0.352412,0.786217,-51.5939,19.8717,0.2547,132.2749
0.444631,-0.398373,0.579289,131.8592,-7.1941,17.2310,67.6367
0.175152,-0.484867,0.805506,160.1384,5.9536,43.0995,-28.0895
-0.302395,0.246829,0.138094,-50.7770,-38.1868,-25.0919,157.5716
0.191479,0.133971,0.061407,55.0209,-82.0492,39.7062,2.8185
-0.522849,0.175981,0.457343,-71.3978,-29.6751,41.7748,-131.0993
-0.435094,-0.286501,0.859872,-123.3641,18.5569,23.4606,33.3861
-0.169676,-0.429843,0.943291,-158.4589,27.1708,26.6609,87.8358
0.303294,0.517958,0.625356,30.3514,0.7434,8.6419,-136.2854
-0.326686,0.015760,0.166467,-87.2380,-27.6164,-59.2304,-155.3283
0.491073,0.126742,0.625751,75.5282,31.8128,-66.0478,2.1175
0.393477,0.409132,0.387110,43.8826,-13.1658,-13.5395,122.2625
-0.309262,-0.101190,1.022774,-108.1181,33.3904,49.6804,73.1490
0.557396,-0.047410,0.488131,94.8617,-26.0723,40.7962,93.6899
-0.333396,-0.036310,0.209708,-96.2156,-19.8914,-69.4523,-157.8058
-0.321327,0.256282,1.017388,-51.4250,51.8928,-12.3525,-31.8698
0.093541,0.178528,0.024199,27.6526,-79.8173,23.6073,-11.2457
0.300117,-0.094267,0.176091,107.4376,-25.8071,-65.0546,-110.5840
0.419934,-0.152875,0.183643,110.0037,-34.6349,-16.7690,-52.3064
0.084755,0.254084,1.106051,18.4471,52.9192,24.4548,119.5495
-0.004865,0.088456,0.053549,-3.1479,-57.4495,-56.5452,33.9233
0.108790,0.335038,0.112337,17.9892,-41.2264,-28.5768,145.9684
-0.079565,-0.444630,0.251703,-169.8545,-17.4408,-45.3401,84.1223
0.552989,-0.194747,0.707815,109.4008,7.0749,12.6224,-2.5800
-0.287156,0.018980,1.107308,-86.2185,56.6761,11.3553,56.2903
0.103928,0.070586,1.167675,55.8162,82.4438,-10.8973,92.7139
0.081491,0.096404,-0.000250,40.2081,-69.0617,-20.9686,104.2077
-0.258870,-0.274200,0.949014,-136.6472,20.3936,59.0836,-43.7077
-0.320951,-0.452162,0.795892,-144.6323,29.3829,-19.6183,-93.1785
-0.266841,0.391178,0.379171,-34.2997,2.9619,-64.1730,-120.6553
-0.265243,0.152673,0.977953,-60.0753,24.8143,68.6046,-1.5034
0.229730,0.371378,0.337225,31.7404,-57.0071,69.4350,74.7152
0.146756,0.399259,0.210371,20.1819,-23.4972,-42.6501,115.2934
0.086670,-0.038506,0.161581,113.9550,-41.5958,-91.1228,-118.9923
0.354203,0.074712,0.373859,78.0892,7.0849,-94.5408,-150.7314
0.554526,0.141703,0.755285,75.6655,23.2356,-15.0060,38.8410
-0.011559,0.494182,0.300503,-1.3400,-12.9577,-40.2523,109.3861
0.462745,-0.221703,0.800756,115.5993,4.7482,45.2427,42.3112
