x,y,z,j1,j2,j3,j4
0.054750,0.220528,0.021983,13.9428,-70.7447,7.0052,-10.0471
0.364007,0.236985,0.349417,56.9340,-56.8965,72.1144,-25.8416
0.548196,-0.036921,0.542531,93.8530,16.1667,-49.1020,47.4210
-0.004807,-0.209994,0.162025,1.3112,-84.9460,-79.8060,57.9967
-0.144860,0.572498,0.631885,-14.1996,14.1205,-22.0250,-5.3723
-0.036634,0.109882,0.037856,-18.4382,-58.5719,-47.3422,-153.0041
-0.519710,-0.183899,0.545399,-109.4863,16.1634,-48.3137,-84.3171
-0.049682,0.282650,1.038029,-9.9691,36.0381,53.7206,19.1093
-0.059317,-0.335338,0.221034,-169.9689,-75.0628,71.0913,-31.8521
0.134211,-0.054527,0.172699,112.1109,-35.0898,-90.2116,-71.0236
0.197571,0.153264,1.005496,52.1978,30.8448,71.5210,69.0405
-0.068684,-0.017735,0.068598,-104.4785,-56.4355,-63.4481,-52.0104
-0.060369,0.051594,-0.017838,-49.4814,-84.4158,4.7866,26.5294
-0.450931,0.272449,0.874137,-58.8599,27.9152,3.0405,-115.8040
-0.261453,0.122471,0.105488,-64.9004,-77.8414,46.8187,143.6140
-0.192309,0.331328,1.037246,-30.1317,42.6673,17.8366,132.1737
0.501527,-0.202586,0.505235,111.9957,13.0548,-51.2650,121.0618
-0.232003,-0.167481,1.002562,-125.8252,29.3897,65.6482,-0.0649
-0.408523,0.332916,0.314307,-50.8226,-16.6086,-24.5761,-146.5948
-0.258929,0.014882,0.162003,-86.7105,-29.2670,-72.0613,-68.8528
0.460799,-0.282258,0.364501,121.4892,-8.8051,-31.3972,52.4940
0.430133,-0.183397,0.900000,113.0921,51.1974,-40.9589,140.3640
-0.226027,-0.228717,0.960050,-135.3390,77.9339,-70.0569,-87.4484
0.004193,-0.084630,0.078157,-2.8363,-72.8876,-66.1480,122.5454
-0.385229,0.441052,0.686660,-41.1350,18.3379,-19.3899,-31.6149
-0.589708,0.017443,0.495373,-88.3057,-15.8015,18.4748,-7.5271
0.548344,-0.204422,0.434222,110.4454,-12.0119,-4.7715,86.5190
-0.476059,0.346187,0.446377,-53.9756,-12.7678,-0.0532,11.2806
0.039537,0.135724,0.157309,-163.7591,-74.4501,-86.3942,19.5061
-0.216489,0.394101,0.981670,-28.7811,39.5010,5.4898,52.0839
0.008754,0.481454,0.790005,1.0417,-0.7717,59.9837,87.2376
0.011630,-0.195954,0.181657,-3.3966,-82.0314,-86.8622,135.8530
-0.055681,-0.035166,0.012493,-122.2747,-67.6669,-38.2375,18.5400
0.483606,-0.312537,0.508315,122.8731,6.2776,-32.4708,-56.1821
0.544412,0.216759,0.648934,68.2899,-3.5000,24.7282,152.1242
0.514227,0.015610,0.715926,88.2613,-8.4776,57.2607,-43.5403
0.380936,0.013492,0.111987,87.9716,-50.9507,0.2701,-55.8466
-0.153807,-0.100191,0.062518,-123.0806,-50.0964,-49.8711,131.9491
0.426644,0.146259,0.874713,71.0776,55.3494,-54.4718,8.3125
0.406061,-0.076678,0.629655,100.6935,43.6279,-94.6401,9.5761
-0.160513,0.508156,0.753226,-17.5300,-0.1595,44.3339,87.1076
0.079744,0.515772,0.391780,8.7889,-0.5459,-47.1347,102.4294
0.075082,0.104332,0.031237,35.7405,-59.3432,-42.6055,145.0131
-0.347554,-0.272545,0.798325,-128.1028,-2.5155,71.8046,-132.9144
0.373266,-0.115083,1.002164,107.1353,32.4664,35.8748,-88.3594
0.490000,0.011275,0.931069,88.6818,37.9497,-5.6423,116.9385
0.078941,-0.126512,1.090188,-31.9632,82.9224,57.4995,77.2450
-0.445773,-0.054976,0.954900,-97.0306,27.9258,28.9197,-56.2164
-0.301391,0.394982,0.917523,-37.3455,29.4208,11.5226,-48.6688
0.227012,0.118192,0.118991,62.4967,-84.9977,59.2111,-102.2866
-0.122367,0.079172,0.183526,-57.0971,-33.5845,-92.9502,89.1277
-0.382383,-0.373834,0.325787,-134.3522,-34.8176,22.7375,95.4466
-0.053949,-0.143833,1.086410,20.5602,83.1360,58.4472,50.7208
0.355025,0.231170,1.004935,56.9303,39.8577,12.6348,-39.4639
0.352516,-0.314936,0.430367,131.7774,10.8596,-70.7433,37.8792
-0.083647,0.264064,0.058713,-17.5765,-72.1140,24.4586,158.1943
-0.073879,0.366941,1.047293,-11.3836,57.4285,-14.8011,-130.4824
0.452047,0.101395,0.635705,77.3577,38.7201,-80.1657,-0.5401
0.126373,-0.569912,0.519566,167.4975,5.4156,-27.4541,102.4202
-0.268778,-0.396118,0.836325,-145.8420,49.6289,-52.6258,-14.5647
0.333460,0.227641,1.017920,55.6800,55.1427,-18.9110,154.7620
-0.061535,0.463653,0.652133,-7.5600,39.8936,-78.1085,29.2708
0.156973,0.503084,0.758586,17.3290,-0.2425,46.3241,-127.6250
0.108213,-0.441557,0.313488,166.2299,-6.2976,-59.3322,52.2815
-0.257320,-0.467422,0.418440,-151.1669,-35.5978,45.7968,-15.7884
-0.195343,-0.174147,0.054917,-131.7167,-52.1181,-27.6111,103.9188
-0.090346,-0.466832,0.403707,-169.0470,-47.2869,66.8029,-26.1818
0.330830,0.357911,0.364144,42.7483,-47.0158,56.8772,-110.1707
-0.084644,0.575029,0.445871,-8.3738,-20.3795,17.8594,-155.1882
0.350547,-0.333751,0.826185,133.5939,48.4165,-52.6152,141.7310
0.444496,0.277873,0.879236,57.9888,29.7826,-0.1527,-68.1619
-0.285675,0.214506,0.302564,-53.0981,-4.4573,-84.4625,120.0740
-0.264408,-0.138655,0.138082,-117.6723,-32.8722,-56.7667,-117.1881
0.088040,0.035720,1.123735,-112.0839,80.0810,48.5042,-62.3972
-0.088601,0.458573,0.701302,-10.9354,44.6101,-75.1470,101.2638
0.044857,-0.011556,0.064368,104.4466,-59.4020,-62.9188,112.8388
-0.566846,-0.187339,0.510826,-108.2884,-11.0844,10.8111,62.9361
-0.350672,0.144297,1.039280,-67.6334,42.6132,18.9699,53.7900
0.126793,0.456751,0.360996,15.5145,0.0132,-61.2173,-115.9079
0.270036,0.464940,0.606276,30.1480,-19.4663,54.6679,108.3777
-0.007270,-0.011556,0.032908,-147.8254,-67.8663,-50.7078,-63.5566
0.353020,-0.471939,0.692712,143.2028,5.5989,12.6325,149.5057
0.211947,0.316117,0.806837,33.8407,65.0975,-87.1557,-26.6779
0.452641,0.177644,0.883842,68.5719,47.2065,-36.9839,64.9344
-0.030386,0.601164,0.537572,-2.8935,-5.1931,2.8036,-28.5331
-0.355807,0.313490,0.291937,-48.6177,-12.0000,-47.1132,54.4697
0.179980,-0.242833,0.111506,143.4553,-38.4278,-45.7749,-80.0008
-0.432829,0.398039,0.451578,-47.3977,-8.6907,-8.7652,18.9671
0.055390,0.100917,0.159666,28.7609,-39.6829,-89.2223,-41.3302
-0.486031,0.029396,0.316683,-86.5389,-8.8762,-47.7421,-141.4193
-0.346240,0.080684,0.844185,-76.8825,70.9316,-87.1947,147.7224
-0.112346,-0.098088,0.002083,-131.1238,-82.7305,17.4128,150.0947
-0.205180,0.493718,0.544787,-22.5668,18.9106,-55.7266,114.4577
0.234397,-0.124102,1.011818,117.8991,31.4490,66.9311,-49.4282
0.245869,0.325365,0.704995,37.0773,52.9009,-91.8137,-34.2029
-0.310802,-0.013993,1.085297,-92.5779,67.2304,-21.4220,-46.6727
0.095598,0.468963,0.928272,11.5218,26.5698,22.9336,103.6822
0.392777,0.412609,0.566910,43.5894,-17.3883,39.1241,7.2618
-0.555976,0.053855,0.431522,-84.4673,-0.8774,-34.0300,28.4334
-0.032603,0.392516,0.880751,-4.7482,8.9071,70.8322,-14.2090
0.046811,0.023124,0.127673,63.7112,-50.3500,-83.5722,-25.1076
-0.176531,0.339327,0.114796,-27.4852,-47.3661,-7.7435,-96.4775
0.365828,-0.396857,0.495841,137.3297,12.0214,-51.1618,47.5192
0.185691,0.437617,0.362098,22.9927,-49.3202,60.9169,-136.2986
-0.259875,0.117778,1.057914,-65.6194,40.2324,46.2430,113.4997
0.241835,0.532831,0.434327,24.4117,-16.1202,5.1686,-105.1028
-0.083318,-0.169658,0.047172,-153.8446,-53.3770,-41.6548,159.6344
0.194138,-0.009994,0.015776,92.9469,-63.7476,-17.5122,-108.5000
0.278591,0.014311,0.099299,87.0593,-40.7792,-46.6527,66.6473
-0.285188,-0.306398,0.224625,-137.0533,-19.9616,-49.8624,-15.9403
-0.277815,0.004384,0.241444,-89.0960,-15.8295,-88.6103,-75.3759
-0.028724,0.137694,0.000450,-11.7833,-68.9078,-18.0177,52.3100
-0.009097,-0.007252,0.090116,51.4399,-62.2109,-72.6957,131.5294
-0.399106,0.209280,0.783128,-62.3288,52.8790,-71.2565,-126.1106
-0.059164,0.433718,0.861919,-7.7679,7.7497,61.7962,-12.7051
-0.358253,0.416057,0.734335,-40.7307,31.6525,-38.8269,3.0186
-0.266532,0.417558,0.885613,-32.5506,18.8237,31.1799,-102.9022
0.240751,-0.210492,0.970242,131.1637,77.9579,-67.7226,-99.5012
-0.413009,0.095741,0.687040,-76.9486,49.0326,-88.8115,-121.1633
0.015152,0.062229,0.015497,13.6848,-67.0604,-40.1025,55.6822
-0.094860,0.182647,1.111083,-27.4457,52.6863,39.2697,58.9568
0.261672,-0.116437,0.104169,113.9877,-78.1285,46.8514,91.6215
-0.111046,0.340137,0.918173,-18.0805,72.2485,-71.9257,158.3889
-0.339202,-0.331790,0.470496,-134.3671,16.5274,-73.7070,-123.9435
-0.447716,0.223691,0.571562,-63.4520,-28.7817,69.1158,134.0801
-0.416079,-0.015222,0.208700,-92.0952,-60.4022,45.6072,142.3075
0.158241,-0.456242,0.475896,160.8717,-40.8207,71.3625,-129.8514
0.037306,0.446733,0.851152,4.7736,6.6187,60.5402,108.1761
-0.435596,0.300667,0.676473,-55.3849,32.6450,-54.7979,-113.3035
0.227311,-0.510338,0.593422,155.9912,19.8563,-45.1164,-123.3384
-0.251365,-0.188042,1.087084,-126.7995,65.6836,-18.0022,46.7396
-0.387409,-0.410656,0.608495,-136.6685,19.9998,-41.7011,-156.4042
-0.135239,-0.491397,0.470641,-164.6124,-37.0546,61.5645,57.8787
0.463331,0.222319,0.309653,64.3671,-14.4954,-32.1701,-41.8971
0.437877,0.153199,0.194165,70.7167,-38.4676,-3.0984,52.3831
-0.292525,0.046703,0.237081,-80.9291,-15.8873,-84.2177,-152.4833
0.376510,-0.039552,0.120327,95.9969,-42.6392,-19.0767,1.5266
-0.080609,0.483004,0.530106,-9.4748,-34.6954,71.9615,151.7671
-0.045880,-0.147457,0.173151,-162.7170,-34.1531,-89.4031,-101.3010
-0.484941,-0.219462,0.581970,-114.3493,-23.0375,57.1890,-141.3761
-0.239492,-0.492169,0.327326,-154.0522,-22.3815,-5.7912,-41.0845
0.168096,0.304582,0.951657,28.8938,73.5707,-66.1022,71.3056
-0.054441,-0.174329,1.119529,-162.6572,55.1762,39.2497,1.5717
0.328882,0.208851,0.976112,57.5831,26.3456,46.7437,42.0082
-0.067115,0.007191,-0.007161,-83.8842,-73.6192,-23.7864,-92.2863
0.546258,0.080036,0.341025,81.6645,-19.4762,-9.4917,-41.2606
0.358550,0.452004,0.601694,38.4231,-12.0231,34.4440,125.2186
-0.336770,-0.352694,0.708212,-136.3231,-12.6021,67.8314,143.3730
0.384190,0.018630,0.268619,87.2239,-67.5353,71.0638,-48.4246
0.371554,-0.358030,0.648669,133.9381,32.6335,-61.8466,31.3274
-0.248030,0.284295,0.140634,-41.1028,-63.0394,33.2520,-150.7225
0.497375,0.130366,0.864378,75.3127,40.0320,-26.8675,-142.6197
-0.126399,0.017100,1.169451,-82.2954,75.8157,4.7676,78.9335
-0.098930,0.253307,1.051271,-21.3333,38.7446,52.1372,-80.7567
-0.516517,-0.065130,0.290716,-97.1868,-36.9076,18.9839,40.3286
-0.031976,0.508872,0.279750,-3.5955,-40.0454,23.1284,11.1572
0.228185,-0.234087,0.078382,135.7315,-63.0212,14.7766,22.0110
0.205949,-0.189027,0.180971,132.5468,-25.4929,-73.6273,-60.8989
0.173494,-0.090779,0.047317,117.6203,-53.2143,-40.4404,70.8658
-0.286180,-0.040497,1.003586,-98.0544,29.5299,64.7452,150.1474
-0.035274,0.038699,1.063995,137.6511,66.6346,73.7546,68.3499
0.097624,0.144385,0.014141,34.0642,-82.2792,22.7532,61.9586
-0.375232,0.123653,1.001008,-71.7609,32.6431,34.4440,-153.2764
0.316900,-0.251965,0.992552,128.4880,59.5342,-33.9974,39.5410
0.330793,-0.452894,0.364306,143.8557,-16.4669,-11.0397,66.5011
-0.487684,-0.243924,0.575728,-116.5727,20.6079,-51.5995,25.6571
0.146833,-0.029138,0.041346,101.2240,-56.0368,-44.9968,-131.2338
0.562042,-0.202734,0.514539,109.8349,-10.6679,10.6670,-52.7184
0.250251,-0.310160,0.727248,141.1018,56.2908,-92.2776,-72.2350
0.076765,0.190073,0.175797,21.9923,-29.8240,-84.1998,-40.6219
0.294154,-0.413569,0.784358,144.5774,42.6652,-50.7781,-21.6767
-0.172517,-0.097731,0.011676,-119.5316,-74.3626,8.6842,57.7377
-0.078932,-0.173275,1.030900,24.4906,83.6741,72.8845,144.4365
0.181396,0.056619,0.034945,72.6653,-84.9889,34.5248,143.0686
-0.160018,-0.103327,1.152451,-122.8510,70.1011,3.6083,39.8835
0.368255,-0.414995,0.448647,138.4150,-29.3091,38.9206,68.5661
-0.027493,0.402740,0.685774,-3.9052,51.3640,-94.3433,-128.7216
-0.355183,-0.304013,0.700779,-130.5613,44.4976,-75.0421,-102.5828
-0.146912,0.357667,0.327153,-22.3304,-0.8179,-81.5738,118.6540
-0.203794,0.352479,1.017629,-30.0353,40.3559,16.2231,106.2565
0.063397,-0.055583,0.010570,-48.7574,-83.7925,-35.5607,27.1967
0.209464,-0.487986,0.300170,156.7690,-22.7190,-12.2451,-107.3351
-0.387584,-0.342790,0.309577,-131.4905,-15.2818,-29.8642,149.6281
-0.462271,-0.037170,0.912860,-94.5971,19.8429,38.5140,101.6850
0.131534,0.140060,1.121210,43.2019,55.4812,36.4066,103.6508
-0.057462,-0.120456,0.128277,25.5029,-75.0835,-78.8029,33.9866
-0.544961,0.092073,0.360723,-80.4102,-13.3245,-20.1206,80.4723
0.256527,-0.245813,0.186295,133.7782,-71.4997,57.9956,-42.6125
-0.596810,0.064796,0.591720,-83.8037,6.0534,-11.9237,-38.7288
-0.128960,-0.485852,0.835738,-165.1347,44.3574,-42.4034,-132.4794
0.475897,0.285632,0.410755,59.0279,-30.3285,32.4623,-65.3611
-0.009804,-0.176789,0.110486,3.1741,-83.0075,-68.6868,71.7615
-0.049076,-0.270304,0.982397,-169.7095,26.1880,73.6184,-153.6221
-0.236903,0.322416,0.951470,-36.3075,63.8156,-51.3046,147.5420
-0.528613,-0.262799,0.652808,-116.4342,-1.1867,19.8813,-135.2003
-0.402305,0.001448,0.951271,-89.7937,22.0309,50.6250,36.0195
0.481641,0.320321,0.618221,56.3737,17.3130,-32.8602,-40.2486
-0.207928,-0.428016,0.236179,-154.0898,-24.5878,-27.2969,-140.7606
-0.276569,-0.381663,0.203121,-144.0714,-39.5833,2.2635,116.2954
-0.425211,0.001246,0.673401,-89.8321,47.4332,-89.3528,-156.9205
0.427863,-0.330647,0.566119,127.6964,20.3525,-53.5445,-11.2358
0.262996,0.161324,0.125102,58.4747,-76.1179,49.5984,42.7398
-0.267800,0.389796,0.897319,-34.4900,50.0031,-39.2992,36.6311
-0.123807,-0.340970,0.304849,-160.0440,-4.1117,-83.5817,150.5385
0.393968,0.102969,0.280495,75.3526,-9.1707,-67.3858,-130.7910
0.514628,0.218133,0.481977,67.0296,6.6681,-40.4703,113.4601
-0.178400,0.100034,0.124053,-60.7194,-37.9149,-69.4062,-90.4194
-0.373182,0.114999,0.316752,-72.8729,-2.6001,-78.8279,149.4718
0.281933,-0.332691,0.759028,139.7210,53.6538,-78.6852,-15.8022
-0.164976,-0.399337,0.705866,-157.5532,49.8496,-85.1343,-110.0267
0.327399,0.126013,0.099643,68.9487,-45.6477,-19.8653,113.1383
0.425419,0.266116,0.365737,57.9724,-2.1233,-51.4528,-38.8434
0.141626,-0.038930,1.157532,105.3700,68.0485,18.5815,-33.2836
-0.336589,0.331428,0.948462,-45.4427,43.8467,-14.2397,132.8941
0.362104,0.094764,0.106575,75.3344,-50.8634,-1.9461,14.7956
0.122946,0.562259,0.748072,12.3344,10.7224,13.4284,74.7328
0.267553,0.517273,0.594586,27.3497,14.1353,-30.8179,-52.7679
0.439716,0.371054,0.569159,49.8407,13.5981,-35.6783,-117.7139
0.476772,0.238160,0.853034,63.4567,33.1904,-14.6568,51.4049
0.061765,-0.007054,-0.020205,96.5151,-82.8962,-2.8745,128.6253
-0.020051,0.455560,0.603594,-2.5202,35.8945,-83.1913,153.3972
-0.162971,-0.354643,1.040435,-155.3195,49.8109,-0.2360,74.3225
0.452775,-0.053351,0.761866,96.7202,50.7958,-72.4222,69.8041
0.050059,-0.025208,0.093011,-63.2718,-67.4382,-72.6353,-114.9059
0.533206,-0.278527,0.597660,117.5809,5.3722,-8.9144,-42.0450
0.014969,-0.009475,1.111827,122.3326,64.8153,57.2591,72.6163
0.269039,-0.185476,0.073772,124.5825,-60.0166,6.9054,18.7726
-0.359555,0.362435,0.287037,-44.7714,-19.1262,-25.9806,66.5845
-0.187050,0.543218,0.561675,-19.0005,13.0165,-36.0871,157.1822
0.003761,0.464446,0.658071,0.4640,40.9232,-78.8179,-156.6192
-0.086578,-0.028667,0.075354,-108.3204,-53.5962,-64.7374,-138.0168
-0.141179,0.123134,0.011262,-48.9057,-77.8452,14.6867,-113.1698
-0.412870,0.137295,0.908722,-71.6061,58.1255,-51.5927,40.4896
0.436176,-0.120562,0.223409,105.4511,-23.7401,-35.2350,-16.3248
-0.054134,0.327583,0.972246,-9.3834,23.7455,64.3381,-157.3745
-0.500438,-0.127122,0.614567,-104.2530,29.3266,-63.0020,-134.1030
0.119653,-0.178641,0.022796,146.1860,-75.8852,16.8905,82.5838
0.099725,-0.149708,1.105099,146.3313,51.8540,47.0107,-70.3047
-0.017258,0.154229,1.108918,-6.3847,53.6738,48.8649,102.6612
-0.508490,-0.011464,0.862841,-91.2915,41.9520,-31.2428,39.4677
0.307675,-0.161066,0.215210,117.6317,-19.0008,-68.0299,-111.4611
-0.532885,-0.157100,0.686112,-106.4261,-6.2244,41.5203,7.2176
0.575936,-0.053355,0.635593,95.2928,18.6296,-31.8947,-130.5886
-0.505044,0.314438,0.591889,-58.0938,-6.9596,19.6063,79.9676
0.030300,-0.022162,1.181537,126.1829,83.8094,6.3261,75.6368
-0.291916,-0.326123,0.672594,-138.1680,45.8205,-85.9095,-100.4444
0.081864,-0.360150,1.056495,167.1940,49.8587,5.7029,-45.3453
0.058603,0.088622,1.103572,33.4757,55.5937,56.3834,-33.2264
0.143408,0.181809,0.197273,38.2658,-24.9443,-85.9240,70.4443
-0.412028,-0.253480,0.575149,-121.5999,29.3305,-74.7480,-3.6291
0.269508,-0.359460,0.667311,143.1390,43.8186,-82.8726,23.4711
-0.157383,-0.052383,1.158216,-108.4093,77.9760,-9.6198,34.4092
-0.303407,0.439724,0.858845,-34.6054,24.8362,6.5830,154.5476
-0.127695,-0.128427,0.057986,-135.1637,-51.1434,-48.2337,104.9547
-0.374433,0.029323,1.006173,-85.5221,32.1273,40.1442,73.3804
0.306483,-0.121635,0.129036,111.6468,-35.3099,-45.2075,125.1254
-0.164995,-0.249313,0.995357,-146.5035,80.5619,-65.1251,-119.2488
-0.521788,0.223840,0.770298,-66.7813,12.4656,14.6564,-68.3619
0.020671,0.132407,0.148149,8.8731,-39.3685,-84.5078,-124.3055
0.091980,-0.373118,0.974734,166.1517,65.8011,-49.0136,56.6225
-0.111631,0.389034,0.948700,-16.0105,62.9949,-50.6017,41.7028
0.286540,-0.449477,0.306983,147.4827,-21.1066,-14.5368,123.2606
-0.079850,0.299973,1.072823,-14.9060,45.0587,30.9031,55.2195
0.162118,-0.361247,0.124501,155.8307,-49.6799,1.6410,124.8961
0.097390,0.336600,0.192787,16.1370,-23.0543,-61.1958,-39.6658
0.201147,0.212684,0.129088,43.4032,-79.3906,54.9702,-51.6490
0.417891,-0.345149,0.593005,129.5544,22.9840,-53.0017,94.6827
0.424513,0.389843,0.582510,47.4378,14.6894,-35.0925,109.6456
0.113130,-0.426123,0.377980,165.1317,5.1454,-74.3618,-120.9631
0.236735,-0.122119,0.093350,117.2869,-42.0158,-47.1439,-114.3941
-0.473837,-0.037525,0.528568,-94.5280,24.3966,-76.5770,-38.2088
0.372121,-0.373886,0.495934,135.1356,-32.0028,56.4158,17.2465
0.011482,0.433729,0.944496,1.5165,56.8326,-40.9288,-61.7498
0.171036,-0.556343,0.674534,162.9111,19.5652,-25.0465,48.4952
0.269554,-0.122781,1.000774,114.4892,80.7697,-64.0907,100.6421
-0.485525,0.276891,0.613180,-60.3042,-14.8604,44.5607,151.1196
-0.026975,-0.030643,-0.000874,-138.6425,-73.2054,-30.9991,48.4322
-0.507050,0.023694,0.902528,-87.3245,36.5418,-9.9288,-14.0948
0.432243,0.337742,0.350433,51.9970,-31.0017,20.0628,-31.8788
-0.318593,0.218132,0.330506,-55.6016,-0.2622,-82.2644,36.8727
-0.277870,0.390662,0.230765,-35.4234,-27.1030,-21.7090,6.9882
-0.194294,-0.092913,0.016476,-115.5576,-67.5061,-3.8103,-52.2294
0.114998,-0.156600,1.069977,143.7084,44.3048,59.2891,-116.0782
0.366724,0.034389,0.165879,84.6428,-28.9508,-47.4175,-115.9295
-0.409444,0.160907,0.317210,-68.5457,-4.6388,-64.8776,-30.1184
0.095224,-0.347824,0.163512,164.6893,-69.1415,49.0055,52.1216
-0.193615,-0.362678,0.984636,-151.9045,30.2324,34.7775,-18.7964
-0.019307,-0.049685,-0.007631,-158.7643,-74.6172,-24.7044,-112.3595
0.195566,0.454667,0.786463,23.2740,45.2454,-55.5309,128.4074
0.051546,0.452811,0.624911,6.4943,38.4211,-82.7934,-140.1773
0.344061,0.384439,0.289599,41.8276,-19.9516,-22.8120,-66.0965
-0.031677,-0.080350,1.079184,-158.4837,53.1691,66.9894,69.8641
-0.350451,-0.162975,0.133045,-114.9404,-59.0280,23.9223,-76.5717
0.094909,0.005861,1.134453,-93.5339,82.0279,43.1784,-59.6113
0.267487,0.483667,0.436007,28.9444,1.1504,-38.3338,78.4463
0.336725,0.309013,0.847120,47.4573,54.0181,-58.3800,30.4602
-0.290141,-0.055802,0.267380,-100.8867,-11.0860,-90.8122,-150.9844
-0.297070,-0.307214,0.973189,-135.9617,29.3737,32.1464,139.9349
0.271096,-0.232228,0.189024,130.5842,-71.3079,58.3575,-15.6265
-0.275476,0.200340,1.013321,-53.9735,31.8481,48.8855,7.9501
0.414553,0.207359,0.874958,63.4259,52.7810,-49.7141,70.6057
-0.072780,-0.101065,0.150500,35.7589,-72.2770,-85.9625,-104.5592
0.049796,0.434882,0.402111,6.5322,9.0954,-78.3462,-25.6378
0.032358,-0.167235,0.120451,169.0493,-40.5227,-72.6690,69.0482
0.187794,-0.433592,0.332022,156.5820,-4.6563,-56.6374,-21.2197
0.436148,0.202880,0.350577,65.0539,-2.3520,-56.9247,158.2328
-0.060651,0.018797,0.121950,107.2192,-65.5752,-81.4425,56.9502
0.363843,-0.469475,0.539510,142.2244,-11.8656,19.2696,86.1085
-0.118634,-0.065723,0.085801,61.0137,-79.1370,-64.8663,-100.3913
0.402546,-0.400746,0.375858,134.8716,-20.1089,0.8224,-16.1977
0.064947,0.348501,1.040529,10.5566,39.3021,31.8222,102.3970
-0.429989,0.089027,0.625760,-78.3025,40.4055,-87.6084,126.4678
0.452504,0.326895,0.723638,54.1551,0.0028,35.0606,36.0774
-0.068019,0.104118,0.039214,146.8439,-83.6852,-47.0858,13.5014
0.109245,-0.198435,1.115307,151.1658,53.9809,31.7563,-150.1617
-0.501304,0.184807,0.518303,-69.7635,15.7568,-54.8716,-152.1119
-0.529530,-0.254982,0.456693,-115.7120,-16.7159,11.7590,4.9674
0.295205,-0.362035,0.958860,140.8061,43.1021,-9.8052,-31.7965
0.079580,0.305583,1.032960,14.5968,35.3242,48.4123,151.0263
0.290723,0.500140,0.748157,30.1687,13.2247,7.2048,54.0944
-0.059518,-0.258713,0.993176,-167.0443,28.2634,72.3331,4.9785
0.060513,-0.021783,0.009498,-70.2021,-81.4112,-36.5249,146.9008
-0.360261,-0.397113,0.439354,-137.7856,4.6820,-47.3721,31.8471
0.475949,0.225905,0.696612,64.6090,-9.5674,54.1176,-131.4767
-0.235801,-0.171690,0.142897,-126.0590,-80.5954,59.9231,27.1310
-0.399956,0.162901,1.000499,-67.8391,46.7757,-6.1320,98.7681
-0.300724,0.357264,0.922957,-40.0887,49.9120,-33.0701,-120.0227
-0.037579,-0.182815,0.024616,-168.3841,-59.7762,-28.2428,13.2276
-0.127175,-0.399715,0.476661,-162.3508,21.5189,-90.2945,86.5183
0.075694,-0.158481,1.100454,154.4697,51.0194,49.7712,57.6156
0.148320,0.192714,1.024396,37.5831,34.2944,66.9960,127.9286
0.389837,-0.379604,0.629675,134.2381,-15.6459,51.1072,155.2364
0.309022,0.318066,0.895412,44.1737,56.6753,-52.0973,-48.6161
0.076388,0.218629,0.034482,19.2591,-76.1699,22.2029,-76.8673
0.290910,0.281172,1.027890,45.9752,48.4199,-1.2352,-130.7131
-0.031801,0.187763,1.089115,-9.6129,48.1282,52.3766,-19.3347
0.213751,0.136177,0.079872,57.4994,-45.0275,-44.1634,-123.6365
0.094305,-0.096952,1.097539,-44.2071,81.8210,56.1009,-135.1595
-0.463655,0.383256,0.556620,-50.4230,1.2783,-8.4634,71.9756
0.050377,-0.090697,1.170551,150.9503,74.4881,13.4070,127.0978
0.287237,0.415945,0.909576,34.6276,34.2243,-2.7041,45.1421
-0.231110,0.274797,0.165906,-40.0645,-28.5172,-50.3286,25.7938
0.167954,0.499091,0.856528,18.5991,35.9335,-19.9073,-111.0967
-0.209422,0.020124,0.156860,-84.5111,-32.3590,-78.3249,-17.9767
0.075712,-0.098420,0.164854,-37.5702,-71.4165,-89.9248,-67.2000
0.276770,0.104681,1.104812,69.2823,57.6560,7.0720,84.4219
-0.118838,-0.174481,1.028805,-145.7415,36.4036,70.6917,-98.1851
-0.106306,-0.064922,1.130728,-121.4126,60.0046,42.0504,98.9826
-0.121277,0.202134,0.041239,-30.9631,-55.4549,-26.4476,-144.5652
0.239368,-0.312869,0.252959,142.5813,-65.9743,65.0400,126.3637
-0.175353,0.089672,1.122823,-62.9159,55.9071,34.3805,-134.0034
0.040739,-0.029728,1.167744,126.1186,74.8437,24.8318,5.2689
-0.249780,0.526996,0.557254,-25.3596,-14.6040,30.0089,15.7695
0.468397,0.294176,0.789005,57.8692,10.9776,23.5415,102.5756
0.235834,0.119637,0.099338,63.1016,-40.7224,-50.0893,-3.4228
-0.035571,0.009478,1.105096,104.9204,69.8360,59.5693,105.0098
0.188008,0.047368,0.045740,75.8588,-53.6400,-39.9722,41.4438
-0.410391,-0.323888,0.397868,-128.2812,0.3080,-47.7111,120.8333
-0.381417,-0.156415,0.319287,-112.2979,-61.7356,73.4428,157.4160
-0.245082,-0.295274,0.345852,-140.3068,2.2683,-85.2812,-16.5241
0.428626,0.128712,0.211655,73.2856,-25.9045,-32.9073,45.1062
0.120933,-0.019780,0.162534,-80.7110,-71.2885,-89.4293,91.7832
-0.004512,0.012624,1.138233,160.3325,72.8061,45.3408,143.5413
0.236535,0.278383,0.880927,40.3537,70.6025,-78.0956,-154.4651
0.254257,0.481496,0.683227,27.8366,30.1371,-47.4280,-115.4243
-0.532293,-0.127313,0.774358,-103.4512,32.7702,-32.0910,-37.3523
-0.317555,0.070674,1.005940,-77.4530,29.9746,55.6622,-138.8539
